OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,HOLC Grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
1538,Polygon,3,1537,GA,Augusta, ,C6,C,4009,"{ ""9c"" : ""Fair"", ""5d"" : ""None "", ""5a"" : ""Clerical workers, store clerks, and skilled mechanics"", ""8c"" : ""40%"", ""10a"" : ""Fair"", ""10c"" : ""Fair"", ""11b"" : ""About $10,000 (3)"", ""2"" : ""Known as Pinch Gut. Land is level; below levee level, but not below river l",52.226115,47.526847,0,0,4.220898,42.28626,25.147594,74.8524,0,96.182487,3.817506,90.874012,9.125981,7.715095,0.03362,0.000042,0
1547,Polygon,3,1546,GA,Augusta, ,D4,D,4015,"{ ""6c"" : ""25 to 100 years"", ""4"" : ""Zoned for multiple dwellings and commercial purposes. Infiltration of lower class white. Noises and heavy traffic. Encroachment of apartments, commercial and industrial property. Heavily burdened tax district."", ""5f"" :",52.226115,47.526847,0,0,4.220898,42.28626,25.147594,74.8524,0,96.182487,3.817506,90.874012,9.125981,7.715095,0.062026,0.000078,0
1548,Polygon,2,1547,GA,Augusta, ,D5,D,4016,"{ ""6d"" : ""Poor to dilapidated"", ""10c"" : ""Fair"", ""10a"" : ""Fair"", ""10b"" : ""$25 doubles"", ""2"" : ""Land is level and flat"", ""9c"" : ""Poor"", ""9b"" : ""2-story Brick Veneer 7-room doubles"", ""9a"" : ""Poor to dilapidated"", ""8c"" : ""20%"", ""8b"" : ""95%"", ""3"" : ""Proximity",52.226115,47.526847,0,0,4.220898,42.28626,25.147594,74.8524,0,96.182487,3.817506,90.874012,9.125981,7.715095,0.015744,0.00001,0
6936,Polygon,5,6935,OK,Oklahoma City, ,21Y,C,8799,"{ """" : """" }",66.173604,21.893624,0.044187,2.901989,13.558501,32.757431,41.993887,57.420769,0.150738,87.499771,11.914884,90.284513,9.130143,33.922674,0.052451,0.000145,0
5248,Polygon,3,5247,NJ,Trenton, ,C16,C,7454,"{ ""8a"" : ""75"", ""8b"" : ""93"", ""6b"" : ""Brick & Frame"", ""10c"" : ""Fair"", ""6a"" : ""semi-detached rows"", ""13"" : ""Down"", ""5a"" : ""Factory workers & laborers"", ""15"" : ""  Mr. McHenry, HOLC Appraiser"", ""14"" : """", ""10b"" : ""Singles $15-22.50"", ""5c"" : ""60 Italians"", ""3""",83.691794,12.977386,0,0.005388,11.380008,34.330207,44.973705,55.026293,0,89.398411,10.601586,90.86556,9.134437,79.029306,0.035301,0.000053,0
5261,Polygon,2,5260,NJ,Trenton, ,D1,D,7455,"{ ""4"" : ""Obsoleacence of structures and poorness of surroundings."", ""5g"" : "" Yes"", ""2"" : ""An older section of the city and adjacent to both industrial and business areas. Land slopes upward from the river."", ""11a"" : ""None"", ""14"" : """", ""13"" : ""Down"", ""6b""",83.691794,12.977386,0,0.005388,11.380008,34.330207,44.973705,55.026293,0,89.398411,10.601586,90.86556,9.134437,79.029306,0.023707,0.000029,0
2022,Polygon,5,2021,IL,Chicago, ,C160,C,1284,"{ ""2c"" : ""10-15 years 12-40 years"", ""1a"" : ""  Yes"", ""1b"" : ""Lower middle class- clerks- small business men ($125-250 mo.)"", ""2f"" : ""25% 15%"", ""2g"" : ""$7,000-10,000 $3,000-7,000"", ""2o"" : ""Fairly good- up to $60.00 Fairly good- up to $50.00"", ""2h"" : ""18+ $",95.304266,2.87358,0.013625,0.021664,3.535862,24.092296,33.606438,66.393568,0,80.500812,19.499194,90.863671,9.136335,21.889168,0.058331,0.000124,0
2023,Polygon,7,2022,IL,Chicago, ,C161,C,1283,"{ ""2a"" : ""3-flats; 5-6 rooms 2-flats; 5-8 rooms"", ""2c"" : ""35-50 years brick- 12-16 years; stone- 35-45 years"", ""2d"" : ""Fair- few poor Brick- Fairly; stone- Fair, few poor"", ""2e"" : ""90% Brick- 92%; stone- 90%"", ""2f"" : ""20% Brick- 25%; stone- 15%"", ""2g"" :",95.304266,2.87358,0.013625,0.021664,3.535862,24.092296,33.606438,66.393568,0,80.500812,19.499194,90.863671,9.136335,21.889168,0.037432,0.000069,0
2702,Polygon,3,2701,IN,Lake Co. Gary, ,A5,A,4474,"{ ""1a"" : ""Flat."", ""3f"" : ""  75"", ""3g"" : ""  15: $7M"", ""2b"" : ""2,500"", ""3a"" : ""  One family units"", ""3e"" : ""  100"", ""2e"" : ""None"", ""3k"" : ""  6M to 7M"", ""3n"" : ""    1935 25 to 40 50"", ""1b"" : ""Highly Restricted. Schools and transportation."", ""4b"" : ""Good"", """,77.694854,15.285446,0,0,14.853428,37.326833,44.974964,55.02503,0,95.640184,4.35981,90.848382,9.151612,56.145374,0.049066,0.00008,0
2712,Polygon,4,2711,IN,Lake Co. Gary, ,B4,B,4471,"{ ""3e"" : ""  100"", ""2c"" : ""None "", ""2b"" : ""1800 to 3M"", ""3f"" : "" 100 "", ""3m"" : ""  Owner area"", ""3l"" : "" Fair "", ""2a"" : ""Tradesmen"", ""2f"" : ""Few, if any"", ""4a"" : ""Fair"", ""3k"" : "" 5M "", ""4b"" : ""Fair"", ""2e"" : ""None"", ""3q"" : ""  "", ""3g"" : "" 3 or 4: $4,000 to 6",77.694854,15.285446,0,0,14.853428,37.326833,44.974964,55.02503,0,95.640184,4.35981,90.848382,9.151612,56.145374,0.024278,0.000025,0
2713,Polygon,4,2712,IN,Lake Co. Gary, ,B5,B,4472,"{ ""2e"" : ""None"", ""1e"" : ""Will hold up."", ""1d"" : ""90"", ""3o"" : ""  80  30 to 40 1937 "", ""33"" : """", ""3i"" : "" 2M to 4M   55  1935"", ""2g"" : ""Yes  "", ""5"" : ""Restrictions lower, and construction cheaper than in Area A-5 just to the north. Not so much pride of ow",77.694854,15.285446,0,0,14.853428,37.326833,44.974964,55.02503,0,95.640184,4.35981,90.848382,9.151612,56.145374,0.021592,0.000017,0
6171,Polygon,2,6170,NY,Syracuse,Marcellus Street,D4,D,5214,"{ ""8"" : ""95% improved - low flat land- inhabited by (predominantly) Poles and Italians. Almost entirely surrounded by industry - close to downtown center. Schools, churches. Encroachment of business and industry - proximity to RR with their smoke, noise,",52.689981,30.281449,0.508223,0.442814,23.960915,43.414776,28.481805,71.518183,0.85541,86.996559,13.003429,90.816505,9.183483,41.815043,0.035629,0.000064,0
6801,Polygon,3,6800,OH,Toledo,Wilson Park Addition,B14,B,2223,"{ ""5"" : ""This area includes the new Polish district within the old Polish settlement. Most employees were formerly with Willys-Overload. Now working part time only or out of employment."", ""3j"" : ""    71 1938 5000 - 6000"", ""3h"" : ""7500 - 8000  "", ""3k"" : """,66.207267,16.390669,0,0.875608,0.012651,34.880786,65.240433,34.759568,1.72641,87.600112,12.399889,90.805879,9.194122,84.768602,0.02999,0.000028,0
6824,Polygon,4,6823,OH,Toledo, ,C15,C,2224,"{ ""1b"" : ""Transportation. Schools and churches."", ""3i"" : ""  1936  72  1500 - 5000"", ""3p"" : "" 25 "", ""3e"" : ""  90"", ""2d"" : ""Yes 5"", ""1c"" : ""Close to industry. Some, dirt, etc."", ""4b"" : ""Limited"", ""2g"" : ""Yes  "", ""5"" : ""This area on the edge of a built up s",66.207267,16.390669,0,0.875608,0.012651,34.880786,65.240433,34.759568,1.72641,87.600112,12.399889,90.805879,9.194122,84.768602,0.115593,0.000223,0
3140,Polygon,2,3139,LA,New Orleans,Westwego,C52,C,2968,"{ ""2e"" : ""98% 98%"", ""2"" : ""40 60"", ""1e"" : ""None"", ""9"" : ""3rd C-52 1/24/1939 Westwego, New Orleans, La."", ""8"" : ""This is an area located in Westwego, across the river from New Orleans. It is a separate municipality with all utilities except sewerage - all",10.277007,77.355089,0,0.052592,17.969483,23.521287,56.456293,43.543704,0,81.840961,18.159036,90.764053,9.235944,99.999997,0.030953,0.000028,0
3183,Polygon,2,3182,LA,New Orleans,"Westwego, Jefferson Parish",D42,D,2967,"{ ""1b"" : ""Predominately lower class fishermen, factory workers, wage hands."", ""4a"" : ""0"", ""3"" : ""  None"", ""6"" : ""Very limited"", ""71"" : ""8"", ""72"" : ""40.25"", ""8"" : ""This is an area in Westwego, across the river from New Orleans. That part south of railroad",10.277007,77.355089,0,0.052592,17.969483,23.521287,56.456293,43.543704,0,81.840961,18.159036,90.764053,9.235944,99.999997,0.026282,0.000015,0
1370,Polygon,5,1369,FL,St. Petersburg, ,C6,C,3622,"{ ""10b"" : ""$30 singles"", ""9c"" : ""Fair"", ""9b"" : ""1 sty $5000 singles"", ""14"" : ""There is an inferior grade of property in area between 11th and 17th Avenues South, etween 4th and 6th Streets, which should be rated as \""D\"" grade.  Sacttered throughout the",55.903142,36.367467,0.282375,1.411797,3.813767,21.15202,55.763662,44.23634,0,84.5264,15.473602,90.75559,9.244411,67.030439,0.084739,0.000233,0
1371,Polygon,4,1370,FL,St. Petersburg, ,C7,C,3624,"{ ""5a"" : ""Business men, clerical workers, skilled mechanics and laborers."", ""8c"" : ""50"", ""8a"" : ""40"", ""13"" : ""Slowly downward"", ""6a"" : ""2 sty singles 95%"", ""5d"" : ""No "", ""11b"" : ""$20,000 (about 6)"", ""6d"" : ""Fair"", ""12b"" : ""Ample but on a restricted basis",55.903142,36.367467,0.282375,1.411797,3.813767,21.15202,55.763662,44.23634,0,84.5264,15.473602,90.75559,9.244411,67.030439,0.13687,0.000306,0
1374,Polygon,3,1373,FL,St. Petersburg, ,D1,D,3623,"{ ""6b"" : ""Frame 90%"", ""6c"" : ""25 yr (range 5-50 yr)"", ""11a"" : ""None"", ""9b"" : ""2-story frame, $10,000 singles"", ""13"" : ""Downward for desirable residential; upward for commercial purposes."", ""5g"" : "" "", ""9c"" : ""Fair to poor"", ""10c"" : ""Good"", ""12b"" : ""Ample",55.903142,36.367467,0.282375,1.411797,3.813767,21.15202,55.763662,44.23634,0,84.5264,15.473602,90.75559,9.244411,67.030439,0.029572,0.000047,0
1385,Polygon,5,1384,FL,St. Petersburg, ,D7,D,3621,"{ ""11b"" : ""None"", ""3"" : ""Parks, recreation centers, schools, churches, and business center for negroes in this area."", ""5g"" : "" Slowly"", ""5e"" : ""None"", ""10a"" : ""Good"", ""5b"" : ""100-600"", ""8b"" : ""98"", ""2"" : ""Southside negro section.  Land is mostly level,",55.903142,36.367467,0.282375,1.411797,3.813767,21.15202,55.763662,44.23634,0,84.5264,15.473602,90.75559,9.244411,67.030439,0.110312,0.00023,0
6630,Polygon,4,6629,OH,Dayton, ,C10,C,3170,"{ ""6a"" : ""1 & 2 family detached"", ""8b"" : ""100"", ""11a"" : ""None"", ""12a"" : ""Limited"", ""3"" : ""Near business section and center of city, good schools, good transportation."", ""1"" : ""Dayton C 10"", ""5e"" : ""None"", ""9b"" : ""Single family detached $4,000"", ""6c"" : ""3",70.776666,19.785435,0.380046,0.080261,2.902186,32.207882,37.777824,62.222158,0.033658,93.247734,6.752248,90.74407,9.255912,51.630405,0.059154,0.000059,0
2013,Polygon,7,2012,IL,Chicago, ,C152,C,1275,"{ ""1c"" : ""50% Italian"", ""1b"" : ""Lower middle class- middle class"", ""1a"" : "" Yes "", ""9"" : ""C-152 Chicago Low 3rd Mar. 1940"", ""2m"" : ""8+ 8+ $40.00-65.00 $40.00-65.00"", ""2c"" : ""25-40 years 25-40 years"", ""2d"" : ""Fair- few poor Fair"", ""2e"" : ""98-99% 98-99%"",",93.991495,2.959038,0.158877,0.016311,2.90869,36.184751,27.505513,72.494497,0.597594,88.108412,11.891598,90.724285,9.275725,29.628302,0.046577,0.000093,0
2020,Polygon,10,2019,IL,Chicago, ,C159,C,1280,"{ ""2i"" : ""(1939-Sept.) $2,750-5,000 (1939-Sept.) $5,500-7,000 8- 9-"", ""2h"" : ""December 30, 1899 $6,000-7,500 December 30, 1899 $3,000-5,500"", ""2g"" : ""$6,000-7,500 $3,000-5,500"", ""2f"" : ""20% 10%"", ""2e"" : ""92% 92%"", ""2d"" : ""Fair Fair"", ""2c"" : ""30-45 years",93.991495,2.959038,0.158877,0.016311,2.90869,36.184751,27.505513,72.494497,0.597594,88.108412,11.891598,90.724285,9.275725,29.628302,0.053054,0.000117,0
2283,Polygon,6,2282,IL,Chicago, ,D25,D,1274,"{ ""3"" : ""December 30, 1899  "", ""2j"" : ""Fair- $4,000 Fairly good"", ""2b"" : ""Brick Brick- few frame"", ""2a"" : ""1 family- 7-10 rooms 2 family- 5-6 rooms"", ""2"" : ""75% 15%"", ""2l"" : ""$25.00-45.00 Unheated- $15.00-27.50; heated- $27.50-37.50"", ""2m"" : ""Unheated- $",93.991495,2.959038,0.158877,0.016311,2.90869,36.184751,27.505513,72.494497,0.597594,88.108412,11.891598,90.724285,9.275725,29.628302,0.112206,0.000185,0
6703,Polygon,4,6702,OH,Lima, ,D2,D,3154,"{ ""5b"" : ""720 - 900"", ""14"" : ""Section was used formerly as a dump along the river. This sent trend downward but dump has been cleared up and stadium now built over it. A better class of people than in D-4. Area is close to center of city and a lot of rem",24.360996,62.950704,0,0.638702,1.477132,26.903418,40.114138,59.885859,1.465572,93.19245,6.807546,90.717756,9.282241,25.854742,0.059226,0.000097,0
3565,Polygon,4,3564,MD,Baltimore, ,C1,C,2869,"{ ""9c"" : ""Fair"", ""9a"" : ""Good"", ""5d"" : ""Yes 0.4"", ""8c"" : ""60"", ""5c"" : ""mixture mixture"", ""3"" : ""Proximity to Patterson Park. Near to industrial plants."", ""8b"" : ""98"", ""5a"" : ""Skilled labor"", ""5b"" : ""1500"", ""6b"" : ""Brick"", ""15"" : ""7 4-May Louis Kroner, pr",61.674439,26.446411,1.499269,1.644842,11.104201,25.839002,46.345102,53.654886,0.090954,96.090252,3.909737,90.690946,9.309042,70.782676,0.061152,0.000157,0
3580,Polygon,4,3579,MD,Baltimore, ,C3,C,2870,"{ ""11b"" : ""None"", ""13"" : ""Static"", ""12b"" : ""N/A"", ""14"" : ""Ground rents range from$48-$75 and average $60."", ""4"" : ""Old style architecture"", ""12a"" : ""yes"", ""5a"" : ""Skilled Mechanics, Clerks"", ""15"" : ""4-May-37  Louis Kroner, property review appraiser H.O.L",61.674439,26.446411,1.499269,1.644842,11.104201,25.839002,46.345102,53.654886,0.090954,96.090252,3.909737,90.690946,9.309042,70.782676,0.100293,0.000255,0
3589,Polygon,7,3588,MD,Baltimore, ,D1,D,2868,"{ ""10b"" : """", ""11b"" : ""none"", ""8c"" : ""35-40"", ""8b"" : ""90"", ""12b"" : ""no"", ""6d"" : ""poor"", ""5f"" : ""Yes"", ""4"" : ""Heavy concentration of foreigners. Property is in very bad state of repair."", ""10a"" : ""poor"", ""15"" : ""May-37  "", ""5d"" : ""25 Yes"", ""6b"" : ""Brick"",",61.674439,26.446411,1.499269,1.644842,11.104201,25.839002,46.345102,53.654886,0.090954,96.090252,3.909737,90.690946,9.309042,70.782676,0.101561,0.0005,0
3590,Polygon,3,3589,MD,Baltimore, ,D2,D,2871,"{ ""5g"" : "" Fast"", ""8c"" : ""25"", ""6c"" : ""60"", ""5e"" : ""None"", ""10a"" : ""poor"", ""5a"" : ""mixture"", ""13"" : ""Downward"", ""9c"" : ""poor"", ""3"" : ""Close to industrial employment"", ""5d"" : ""2 Yes"", ""2"" : ""Undulating"", ""5f"" : ""many"", ""14"" : ""Area becomes worse south of",61.674439,26.446411,1.499269,1.644842,11.104201,25.839002,46.345102,53.654886,0.090954,96.090252,3.909737,90.690946,9.309042,70.782676,0.128604,0.000247,0
8855,Polygon,4,8854,WV,Wheeling, ,A1,A,6504,"{ ""2b"" : ""5000 upward"", ""1e"" : ""Upward"", ""3k"" : ""$10,000 fair $20,000 fair "", ""0"" : ""Wheeling, W.Va."", ""3o"" : ""80% $50-100 $70-125   76% 1938"", ""5"" : ""Maple, Walnut and Poplar are about 100% built up, but still very good.  Several large estates in area e",3.053485,95.791287,0.015718,0.050262,0.128565,2.709901,87.599168,12.40083,0.071725,86.043194,13.956804,90.663137,9.336861,87.293385,0.056201,0.000108,0
8860,Polygon,4,8859,WV,Wheeling, ,B3,B,6505,"{ ""3b"" : ""Brick Frame Brick"", ""3d"" : ""Good Good Good"", ""3c"" : ""20 15 20"", ""4a"" : ""Ample"", ""3g"" : ""2 to $12000 (duplex) 5 to $5500 None"", ""3l"" : ""Fair None Fair"", ""31"" : ""65%"", ""2d"" : ""None "", ""2e"" : ""None"", ""1c"" : ""Area along creek west of National Road",3.053485,95.791287,0.015718,0.050262,0.128565,2.709901,87.599168,12.40083,0.071725,86.043194,13.956804,90.663137,9.336861,87.293385,0.073122,0.000126,0
8868,Polygon,4,8867,WV,Wheeling, ,C7,C,6507,"{ ""2f"" : ""None"", ""3b"" : ""Brick & stucco Frame "", ""33"" : """", ""3q"" : ""Fair Good "", ""3p"" : ""40 Good  50 Fair"", ""3o"" : ""71  35-50  1938 77 20-50"", ""1a"" : ""Level to slightly rolling"", ""3n"" : ""  20-50 77 1936 35-50 71"", ""3l"" : "" Poor Poor"", ""3k"" : "" Poor Poor""",3.053485,95.791287,0.015718,0.050262,0.128565,2.709901,87.599168,12.40083,0.071725,86.043194,13.956804,90.663137,9.336861,87.293385,0.05171,0.000064,0
8872,Polygon,2,8871,WV,Wheeling, ,D2,D,6503,"{ ""4b"" : ""None"", ""5"" : ""Reason for drop from Green Area to Red area is that the boundary line of the Green area on the east of this area is a large private estate."", ""33"" : """", ""3p"" : ""Poor  "", ""3q"" : ""  Poor"", ""6"" : ""2 D Greggsville, Wheeling, W.Va."", """,3.053485,95.791287,0.015718,0.050262,0.128565,2.709901,87.599168,12.40083,0.071725,86.043194,13.956804,90.663137,9.336861,87.293385,0.026293,0.000014,0
6022,Polygon,2,6021,NY,Schenectady, ,A1,A,5172,"{ ""33"" : """", ""1d"" : ""90"", ""3o"" : ""      "", ""3b"" : ""  Brick & frame"", ""3a"" : ""  Singles"", ""1c"" : ""None."", ""3m"" : ""  "", ""1e"" : ""Stable"", ""1b"" : ""Attractive development."", ""2e"" : ""None"", ""3c"" : "" 15 "", ""2f"" : ""None"", ""1a"" : ""Land is slightly high and flat.""",5.464244,94.529666,0,0,0.014318,11.717429,77.875088,22.124917,0,72.302753,27.697252,90.635952,9.364053,0.082408,0.023791,0.000021,0
6027,Polygon,4,6026,NY,Schenectady, ,B1,B,5171,"{ ""3c"" : ""25  25"", ""3m"" : ""32 ½-50 40-60 "", ""2c"" : ""- 0"", ""2g"" : ""  Yes"", ""3a"" : ""Doubles  Singles"", ""2e"" : ""None"", ""4b"" : ""Ample"", ""6"" : ""B- Scotia 1"", ""31"" : ""95"", ""1e"" : ""Stable"", ""2d"" : ""No "", ""1a"" : ""Land is low in south and slightly higher in the",5.464244,94.529666,0,0,0.014318,11.717429,77.875088,22.124917,0,72.302753,27.697252,90.635952,9.364053,0.082408,0.106752,0.000148,0
6052,Polygon,1,6051,NY,Schenectady, ,D1,D,5175,"{ ""1a"" : ""Land is low and flat."", ""32"" : ""40"", ""33"" : """", ""5"" : ""A mixture of run down, cheap, one and two family houses, bridge having been eliminated has left this area stranded. "", ""3f"" : "" 60 85"", ""3o"" : ""60 20-30  15-25  1938 60"", ""4b"" : ""None"", ""3n",5.46875,94.53125,0,0,0,11.71875,77.864583,22.135417,0,72.301426,27.698574,90.631365,9.368635,0,0.015492,0.000016,0
2385,Polygon,3,2384,IL,Decatur, ,D6,D,5497,"{ ""11b"" : ""None"", ""13"" : ""Static"", ""10a"" : ""Good"", ""10b"" : ""$10-$15"", ""12a"" : ""limited"", ""12b"" : ""limited"", ""4"" : ""Industrial section. "", ""10c"" : ""Good"", ""1"" : ""D Decatur, Illinois 6"", ""15"" : ""7 Geroge E. Odor, Realtor, Member of National Association of",31.854583,59.517472,0.434634,0.240666,2.273989,30.354004,57.261998,42.738012,1.306941,91.805443,8.194567,90.573251,9.426759,30.633171,0.024876,0.000036,0
2387,Polygon,2,2386,IL,Decatur, , ,B,5475,"{ """" : """" }",31.854583,59.517472,0.434634,0.240666,2.273989,30.354004,57.261998,42.738012,1.306941,91.805443,8.194567,90.573251,9.426759,30.633171,0.015734,0.000014,0
3591,Polygon,8,3590,MD,Baltimore, ,D4,D,2891,"{ ""8b"" : ""90"", ""14"" : ""Ground rents range from $42-120. Predominating 60-75. considerable vandalism in this area. A few ground rents up to $200"", ""3"" : ""Good transportation. Central location."", ""10a"" : ""poor"", ""8a"" : ""100"", ""11b"" : ""none"", ""9a"" : ""poor"",",71.637343,22.454791,0.512427,2.547722,1.855221,22.99483,34.695187,65.304804,0.256877,90.544592,9.455399,90.561393,9.438598,84.431579,0.142244,0.000602,0
3594,Polygon,5,3593,MD,Baltimore, ,D8,D,7274,"{ ""5a"" : ""mixture"", ""9b"" : """", ""9c"" : ""poor"", ""8c"" : ""15"", ""2"" : ""Rolling"", ""8b"" : ""85"", ""8a"" : ""100"", ""3"" : ""Central location. Conversion to business"", ""7"" : ""1929 10-50 1933-35    12-65 50  60-65 May, 1937 50-60 1,000-6,000 1929 1,000-6,000 20-100 50-6",71.637343,22.454791,0.512427,2.547722,1.855221,22.99483,34.695187,65.304804,0.256877,90.544592,9.455399,90.561393,9.438598,84.431579,0.060256,0.00017,0
8817,Polygon,2,8816,WV,Huntington, ,A1,A,9231,"{ ""1b"" : ""Convenient to transportation; has all utilities; good streets; churches, schools; shrubbery and trees."", ""3n"" : ""1936    40-$60. 74 "", ""2f"" : ""No"", ""3f"" : "" 90 "", ""3e"" : ""  100"", ""3k"" : ""  8000"", ""31"" : ""100"", ""2d"" : ""0 "", ""2a"" : ""Business exec",6.291541,90.803845,0,0,2.546074,33.275313,38.598853,61.401144,0,88.974186,11.025811,90.554412,9.445585,0,0.020408,0.000021,0
8846,Polygon,5,8845,WV,Huntington, ,C5,C,9230,"{ ""4b"" : ""Limited"", ""2g"" : ""- Yes -"", ""3j"" : ""  1938 1800-$4000 66  "", ""3g"" : ""  -"", ""1d"" : ""95"", ""3f"" : ""  80"", ""0"" : ""Huntington, West Virginia"", ""3e"" : ""  90"", ""1b"" : ""Transportation; streets; surrounds \""A\"" area; close to churches and schools."", ""3o",6.291541,90.803845,0,0,2.546074,33.275313,38.598853,61.401144,0,88.974186,11.025811,90.554412,9.445585,0,0.113055,0.000162,0
4314,Polygon,3,4313,MO,Greater Kansas City, ,B2,B,5622,"{ ""2p"" : ""Steady "", ""2"" : ""100% "", ""4a"" : ""None"", ""0"" : ""Greater Kansas City"", ""1a"" : ""  Yes"", ""2g"" : "" $5000-10,000"", ""1c"" : ""0% "", ""2f"" : ""90% "", ""8"" : ""Woodcrest Addition, a new small area immediately outside the western city limits along one of the p",31.265637,42.024721,0,3.83709,24.890685,17.035149,75.177722,24.822288,0.001885,97.82366,2.17635,90.539125,9.460884,96.726482,0.016348,0.000014,0
4326,Polygon,5,4325,MO,Greater Kansas City, ,C1,C,5623,"{ ""3"" : ""Singles 5 rms $3000-4000 15 Fair"", ""2l"" : "" "", ""5"" : ""2"", ""5a"" : ""1 for $1900"", ""2m"" : ""   "", ""2c"" : ""New to 40 yrs.  "", ""2n"" : ""  Current  "", ""5b"" : """", ""71"" : ""1938"", ""2e"" : ""95% "", ""2o"" : ""Too far out to be a good rent area "", ""2p"" : "" Static",31.265637,42.024721,0,3.83709,24.890685,17.035149,75.177722,24.822288,0.001885,97.82366,2.17635,90.539125,9.460884,96.726482,0.060264,0.000132,0
4369,Polygon,5,4368,MO,Greater Kansas City, ,C6,C,5621,"{ ""2g"" : "" $1500-5000"", ""2h"" : ""  $1500-5000 "", ""2i"" : ""  $1500-5000 Current "", ""1e"" : ""None"", ""1c"" : ""0% "", ""2p"" : ""Static "", ""2j"" : ""Fair  Up to $2,000 "", ""10"" : """", ""2c"" : "" 15-20 years"", ""5b"" : """", ""9"" : ""2-1-39 Kansas City, Kansas Third C-6"", ""71"" :",31.265637,42.024721,0,3.83709,24.890685,17.035149,75.177722,24.822288,0.001885,97.82366,2.17635,90.539125,9.460884,96.726482,0.050514,0.000117,0
2414,Polygon,2,2413,IL,East St. Louis,Venice,C3,C,4612,"{ ""2b"" : ""Frame and brick "", ""2h"" : "" 2000-5000  20"", ""2d"" : "" Fair"", ""2i"" : ""2000-5000   July 1940 0"", ""2a"" : ""Single 4-up 1 1/2 Sty. 5-7 Rms. "", ""2j"" : ""Poor "", ""8"" : ""Home ownership is 100% other than institutionally owned properties. The area is 100%",89.383912,6.544259,0,0,6.391072,31.711344,46.986227,53.013773,4.392805,74.883691,25.116309,90.510632,9.489368,0,0.016366,0.000018,0
2432,Polygon,2,2431,IL,East St. Louis,"Venice, Illinois; E. St. Louis, Ill.",D6,D,4611,"{ ""2d"" : ""Poor "", ""2a"" : ""Few Duplex Single 3-6 Room"", ""10"" : """", ""2"" : ""98 "", ""1e"" : ""Above"", ""2b"" : ""Frame "", ""2l"" : ""5-18 "", ""2f"" : ""60% "", ""2o"" : "" Good"", ""2n"" : ""July 1940  6-22 -0- "", ""2c"" : ""40-45 Years "", ""2k"" : ""Static "", ""1b"" : ""Laborers"", ""1a""",89.383912,6.544259,0,0,6.391072,31.711344,46.986227,53.013773,4.392805,74.883691,25.116309,90.510632,9.489368,0,0.091016,0.000118,0
6991,Polygon,3,6990,OK,Oklahoma City, ,71Y,C,8730,"{ """" : """" }",4.432221,80.553899,1.705843,0,60.99791,21.615365,52.643899,47.356103,1.02438,95.358874,4.641129,90.495862,9.504141,98.639434,0.048378,0.000134,0
6992,Polygon,5,6991,OK,Oklahoma City, ,72Y,C,8731,"{ """" : """" }",4.432221,80.553899,1.705843,0,60.99791,21.615365,52.643899,47.356103,1.02438,95.358874,4.641129,90.495862,9.504141,98.639434,0.042381,0.000104,0
6993,Polygon,6,6992,OK,Oklahoma City, ,73Y,C,8735,"{ """" : """" }",4.432221,80.553899,1.705843,0,60.99791,21.615365,52.643899,47.356103,1.02438,95.358874,4.641129,90.495862,9.504141,98.639434,0.049838,0.00014,0
8824,Polygon,3,8823,WV,Huntington, ,A8,A,9248,"{ ""3d"" : "" Good "", ""3e"" : ""  98"", ""2g"" : ""Slightly - -"", ""4b"" : ""Ample"", ""3c"" : "" 12 "", ""1c"" : ""Flood of 1937 affected area along Merrill AVenue; adjoins \""Yelloe\"" area on west."", ""3b"" : ""Brick (95%)  "", ""31"" : ""100"", ""3a"" : ""2-story singles  "", ""3q"" :",4.972421,85.043364,0,5.147396,0,44.178614,46.153329,53.846677,0.840642,95.054462,4.945544,90.491996,9.50801,100.000006,0.023899,0.000025,0
8836,Polygon,6,8835,WV,Huntington, ,C10,C,9246,"{ ""6"" : ""High Lawn Extension 10 C"", ""1b"" : ""Transportation; near schools and churches; abutting \""A\"" area on east end and \""B\"" area on South and East."", ""2b"" : ""1500-$2400"", ""3a"" : ""  Singles"", ""4b"" : ""Fair to limited."", ""2g"" : ""- - Yes"", ""1e"" : ""Stati",4.972421,85.043364,0,5.147396,0,44.178614,46.153329,53.846677,0.840642,95.054462,4.945544,90.491996,9.50801,100.000006,0.087368,0.000108,0
1648,Polygon,3,1647,IA,Council Bluffs, ,B,B,8411,"{ """" : """" }",6.715635,86.56873,6.715635,0,24.134313,4.899135,53.314121,46.685879,0,62.824207,37.175793,90.489914,9.510086,100,0.007998,0.000004,0
6541,Polygon,8,6540,OH,Columbus, ,B21,B,514,"{ """" : """" }",38.900466,48.348654,0.006863,2.047105,2.725928,18.225192,45.342619,54.657375,0,94.224327,5.775667,90.459982,9.540012,68.714022,0.103409,0.000101,0
